hub,degree_centrality,betweenness_centrality,in_degree,out_degree,clustering_coefficient,source_delay,destination_delay,source_sla_breaches,destination_sla_breaches,total_delay_contribution,total_sla_breaches,norm_betweenness,norm_degree,norm_delay,norm_sla,bottleneck_score
Oddnchtram_Palani_D (Tamil Nadu),0.0018292682926829267,1.8601467283739342e-05,2,1,0.6666666666666666,106.0,220.0,11.0,15.0,326.0,26.0,7.80523137827898e-05,0.02197802197802198,0.00011658491922654919,0.0006968827896754134,0.00565550245258742
Dinhata_WrdN4DPP_D (West Bengal),0.0018292682926829267,1.4881173826991473e-06,1,2,0.0,617.0,531.0,16.0,15.0,1148.0,31.0,6.244185102623183e-06,0.02197802197802198,0.00017147197741911702,0.0008308987107668391,0.005664193760261218
CoochBehar_Psthrjhr_D (West Bengal),0.0006097560975609756,0.0,1,0,0.0,0.0,149.0,0.0,6.0,149.0,6.0,0.0,0.0,0.00010476617311939042,0.0001608191053097108,5.031440907630422e-05
Pundibari_StatonRD_D (West Bengal),0.0006097560975609756,0.0,1,0,0.0,0.0,468.0,0.0,10.0,468.0,10.0,0.0,0.0,0.00012606662514302684,0.0002680318421828513,7.172143261318441e-05
Doddablpur_ChikaDPP_D (Karnataka),0.0012195121951219512,0.0,1,1,1.0,340.0,1549.0,36.0,72.0,1889.0,108.0,0.0,0.010989010989010988,0.00022095045688468002,0.002894743895574794,0.003236701945810136
Dohrighat_AzmrdDPP_D (Uttar Pradesh),0.0012195121951219512,0.000835949939731246,1,1,0.0,86.0,168.0,4.0,4.0,254.0,8.0,0.0035076709813985727,0.010989010989010988,0.00011177729369143377,0.00021442547374628105,0.004035045735227048
Jiyanpur_Central_DPP_1 (Uttar Pradesh),0.0012195121951219512,0.0004263456301433057,1,1,0.0,95.0,86.0,2.0,4.0,181.0,6.0,0.001788959031901542,0.010989010989010988,0.00010690289557944173,0.0001608191053097108,0.003424236998109604
Nazirpur_Central_D_1 (West Bengal),0.0012195121951219512,0.0004070001041682168,1,1,0.0,-52.0,3049.0,14.0,72.0,2997.0,86.0,0.0017077846255674405,0.010989010989010988,0.00029493447206395634,0.0023050738427725214,0.0037644720606332185
Rajamundry_AtoNgrRd_I (Andhra Pradesh),0.00975609756097561,0.005704697986577181,8,8,0.15555555555555556,37839.0,52326.0,288.0,352.0,90165.0,640.0,0.02393708359090597,0.16483516483516483,0.006115366453243705,0.017154037899702483,0.05368871776387459
Duddhi_MChwkDPP_D (Uttar Pradesh),0.0006097560975609756,0.0,0,1,0.0,132.0,0.0,6.0,0.0,132.0,6.0,0.0,0.0,0.00010363103931248817,0.0001608191053097108,5.0030625624578666e-05
Renukoot_Govind_D (Uttar Pradesh),0.0012195121951219512,1.860146728373934e-06,1,1,0.0,399.0,132.0,14.0,6.0,531.0,20.0,7.805231378278979e-06,0.010989010989010988,0.00013027329748625284,0.0005360636843657026,0.0028629624552615634
Dudu_NrainaRD_D (Rajasthan),0.0012195121951219512,0.0,1,1,0.0,142.0,780.0,12.0,31.0,922.0,43.0,0.0,0.010989010989010988,0.0001563813750450047,0.0011525369213862607,0.002959228629221937
Phulera_NarenaRD_D (Rajasthan),0.0018292682926829267,6.696528222146163e-06,2,1,0.0,64.0,96.0,9.0,12.0,160.0,21.0,2.8098832961804323e-05,0.02197802197802198,0.00010550067146503306,0.0005628668685839878,0.005615145284195983
Dumka_Dudhani_D (Jharkhand),0.0012195121951219512,0.0008162323844104822,1,1,0.0,1117.0,87.0,35.0,4.0,1204.0,39.0,0.0034249355287888157,0.010989010989010988,0.00017521124172420683,0.00104532418451312,0.004146581620436853
Pakur_Hatpada_D (Jharkhand),0.0012195121951219512,0.0008121400616080596,1,1,0.0,6461.0,1117.0,64.0,35.0,7578.0,99.0,0.003407764019756602,0.010989010989010988,0.0006008196467356757,0.002653515237610228,0.004488202351493011
Durg_Pulgaon_DC (Chhattisgarh),0.0006097560975609756,0.0,0,1,0.0,141.0,0.0,4.0,0.0,141.0,4.0,0.0,0.0,0.0001042319925043776,0.00010721273687314052,4.213990865706548e-05
Kanker_KrisnKunj_D (Chhattisgarh),0.0012195121951219512,7.440586913495736e-07,1,1,0.0,4302.0,141.0,62.0,4.0,4443.0,66.0,3.1220925513115916e-06,0.010989010989010988,0.0003914876182275246,0.0017690101584068186,0.00311156890796361
Hura_Central_D_1 (West Bengal),0.0036585365853658534,0.004072977276447566,4,2,0.2,1335.0,9634.0,33.0,30.0,10969.0,63.0,0.017090334625879652,0.054945054945054944,0.0008272454549242372,0.0016886006057519633,0.020177982309915465
Mejia_Central_D_1 (West Bengal),0.0012195121951219512,0.0,1,1,1.0,414.0,730.0,20.0,10.0,1144.0,30.0,0.0,0.010989010989010988,0.00017120488711161062,0.0008040955265485539,0.002910668298012933
Panagarh_Central_D_1 (West Bengal),0.0012195121951219512,0.0012299290168008453,1,1,0.0,1621.0,185.0,34.0,3.0,1806.0,37.0,0.005160818987318061,0.010989010989010988,0.00021540833300392196,0.00099171781607655,0.004756149148476532
Rghunthpur_barkarRd_D (West Bengal),0.0018292682926829267,0.0004062560454768672,2,1,0.6666666666666666,445.0,643.0,13.0,23.0,1088.0,36.0,0.0017046625330161289,0.02197802197802198,0.00016746562280652084,0.0009649146318582647,0.00627774098154151
Rajkot_PedakRd_P (Gujarat),0.0018292682926829267,0.0,3,0,0.3333333333333333,0.0,498.0,0.0,20.0,498.0,20.0,0.0,0.02197802197802198,0.00012806980244932495,0.0005360636843657026,0.005606932497772681
Eluru_Agraharm_DC (Andhra Pradesh),0.0018292682926829267,0.0008113960029167101,1,2,0.6666666666666666,474.0,64.0,17.0,4.0,538.0,21.0,0.0034046419272052908,0.02197802197802198,0.00013074070552438909,0.0005628668685839878,0.006803245375696041
Kaikaluru_Atapaka_D (Andhra Pradesh),0.0018292682926829267,0.0,2,1,0.6666666666666666,3978.0,708.0,49.0,22.0,4686.0,71.0,0.0,0.02197802197802198,0.00040771335440853917,0.0019030260794982443,0.005881887745032366
Vijayawada_Rynapadu_H (Andhra Pradesh),0.00975609756097561,0.012117739847319156,8,8,0.10256410256410256,19893.0,545594.0,299.0,1200.0,565487.0,1499.0,0.05084639929066058,0.16483516483516483,0.03785384123938449,0.04017797314320941,0.07449518724184995
Eral_Busstand_D (Tamil Nadu),0.0012195121951219512,5.580440185121802e-06,1,1,0.0,204.0,1430.0,33.0,79.0,1634.0,112.0,2.3415694134836936e-05,0.010989010989010988,0.0002039234497811462,0.003001956632447935,0.003256722597512417
Tirchchndr_Shnmgprm_D (Tamil Nadu),0.0012195121951219512,5.952469530796589e-06,1,1,0.0,379.0,204.0,28.0,33.0,583.0,61.0,2.4976740410492733e-05,0.010989010989010988,0.0001337454714838362,0.001634994237315393,0.0030346801098646873
Pachora_PcrrdDPP_D (Maharashtra),0.0012195121951219512,0.000825533118052352,1,1,0.0,640.0,39.0,1.0,3.0,679.0,4.0,0.003463961685680211,0.010989010989010988,0.00014015563886399013,0.00010721273687314052,0.00401076015748779
Erode (Tamil Nadu),0.0012195121951219512,3.720293456747868e-07,1,1,0.0,59.0,162.0,3.0,10.0,221.0,13.0,1.5610462756557958e-06,0.010989010989010988,0.00010957379865450585,0.0003484413948377067,0.002827458772338509
Perundurai_Viveka_DC (Tamil Nadu),0.0006097560975609756,0.0,1,0,0.0,0.0,59.0,0.0,3.0,59.0,3.0,0.0,0.0,9.875664120049614e-05,8.04095526548554e-05,3.675059319835235e-05
Etah_CivlLine_D (Uttar Pradesh),0.0012195121951219512,0.0008147442670277832,1,1,0.0,355.0,1071.0,20.0,24.0,1426.0,44.0,0.003418691343686193,0.010989010989010988,0.0001900347537908127,0.0011793401056045458,0.0041682044218313
Jalesar_ChngiDPP_D (Uttar Pradesh),0.0012195121951219512,0.0012210003125046503,1,1,0.0,1588.0,355.0,17.0,20.0,1943.0,37.0,0.005123353876702322,0.010989010989010988,0.0002245561760360166,0.00099171781607655,0.004745323320519046
Faridabad (Haryana),0.0012195121951219512,0.0,1,1,0.0,759.0,392.0,48.0,45.0,1151.0,93.0,0.0,0.010989010989010988,0.00017167229514974684,0.0024926961323005173,0.003164075240885261
Faridabad_Blbgarh_DC (Haryana),0.0012195121951219512,0.0,1,1,0.0,432.0,433.0,19.0,46.0,865.0,65.0,0.0,0.010989010989010988,0.00015257533816303832,0.0017422069741885335,0.0030467276279217866
Faridabad_MohnVRTL_D (Haryana),0.0012195121951219512,0.0,1,1,0.0,462.0,240.0,12.0,18.0,702.0,30.0,0.0,0.010989010989010988,0.00014169140813215199,0.0008040955265485539,0.002903289928268068
Faridabad_Old (Haryana),0.0012195121951219512,0.0,1,1,0.0,217.0,42.0,1.0,2.0,259.0,3.0,0.0,0.010989010989010988,0.00011211115657581678,8.04095526548554e-05,0.0027873419692949295
Palwal (Haryana),0.0012195121951219512,0.0,1,1,0.0,3613.0,4577.0,52.0,205.0,8190.0,257.0,0.0,0.010989010989010988,0.0006416844637841568,0.006888418344099279,0.003940936614813678
Faizabad_TrnspNgr_D (Uttar Pradesh),0.0006097560975609756,0.0,0,1,0.0,2117.0,0.0,48.0,0.0,2117.0,48.0,0.0,0.0,0.00023617460441254553,0.0012865528424776864,0.00025202657747478937
Gosainganj_Pakrela_D (Uttar Pradesh),0.0012195121951219512,3.720293456747868e-07,1,1,0.0,1484.0,2117.0,50.0,48.0,3601.0,98.0,1.5610462756557958e-06,0.010989010989010988,0.0003352651084974247,0.002626712053391943,0.003225622198582374
Falna_SbhRDDPP_D (Rajasthan),0.0012195121951219512,0.00041258054435333857,1,1,0.0,658.0,14.0,10.0,1.0,672.0,11.0,0.0017312003197022775,0.010989010989010988,0.0001396882308258539,0.00029483502640113645,0.003432320170815178
MarwarJn_SndbrDPP_D (Rajasthan),0.0006097560975609756,0.0,1,0,0.0,0.0,658.0,0.0,10.0,658.0,10.0,0.0,0.0,0.00013875341474958144,0.0002680318421828513,7.489313001482305e-05
Faridabad_Mthurard_L (Haryana),0.0012195121951219512,0.0,1,1,0.0,8201.0,10981.0,147.0,319.0,19182.0,466.0,0.0,0.010989010989010988,0.0013756486288117793,0.012490283845720871,0.004964707481313823
Shahabad_KDRoad_D (Uttar Pradesh),0.0012195121951219512,0.002448325123885772,1,1,0.0,77.0,537.0,4.0,17.0,614.0,21.0,0.010273245540090792,0.010989010989010988,0.0001358154213670109,0.0005628668685839878,0.0064612725719138744
Fatehabad_BhunaDPP_D (Haryana),0.0012195121951219512,0.0016268843286358428,1,1,0.0,236.0,4.0,3.0,0.0,240.0,3.0,0.006826455363442795,0.010989010989010988,0.00011084247761516132,8.04095526548554e-05,0.005176284176759744
Fatehabad_SirsaDPP_D (Haryana),0.0012195121951219512,0.0,1,1,1.0,45.0,94.0,3.0,2.0,139.0,5.0,0.0,0.010989010989010988,0.00010409844735062439,0.00013401592109142565,0.002793379747254117
Ratia_SchdvDPP_D (Haryana),0.0024390243902439024,0.0016309766514382654,3,1,0.3333333333333333,4.0,1607.0,0.0,35.0,1611.0,35.0,0.006843626872475008,0.03296703296703296,0.00020238768051298431,0.0009381114476399796,0.010828341284398735
Fatehpur_Kotwali_D (Uttar Pradesh),0.0012195121951219512,0.000820324707212905,1,1,0.0,3476.0,3256.0,64.0,62.0,6732.0,126.0,0.00344210703782103,0.010989010989010988,0.0005443300466980693,0.0033772012115039266,0.004594652903890213
Kakdwip_KlngrDPP_D (West Bengal),0.0012195121951219512,0.0004062560454768672,1,1,1.0,5558.0,1608.0,49.0,62.0,7166.0,111.0,0.0017046625330161289,0.010989010989010988,0.0005733093450625152,0.0029751534482296495,0.003933484987308468
Fazilka_GndhiChk_D (Punjab),0.0012195121951219512,0.0004062560454768672,1,1,1.0,191.0,56.0,3.0,3.0,247.0,6.0,0.0017046625330161289,0.010989010989010988,0.00011130988565329754,0.0001608191053097108,0.0033958349710181733
Firozabad_Sudmpuri_D (Uttar Pradesh),0.0018292682926829267,0.0004062560454768672,2,1,0.6666666666666666,15943.0,580.0,130.0,16.0,16523.0,146.0,0.0017046625330161289,0.02197802197802198,0.0011981003468968913,0.003913264895869629,0.006977652202165807
Forbesganj_JhumanCk_D (Bihar),0.0024390243902439024,0.0004055119867855176,2,2,0.6666666666666666,216.0,88.0,5.0,8.0,304.0,13.0,0.0017015404404648173,0.03296703296703296,0.00011511592253526392,0.0003484413948377067,0.008918342585780397
Simrahi_Bazar_D (Bihar),0.0036585365853658534,7.440586913495736e-07,2,4,0.5,13533.0,543.0,89.0,29.0,14076.0,118.0,3.1220925513115916e-06,0.054945054945054944,0.0010347078512798432,0.0031627757377576454,0.014470449792140301
GGN_DPC (Haryana),0.00426829268292683,0.0020431851664459294,2,5,0.13333333333333333,2058.0,3865.0,79.0,170.0,5923.0,249.0,0.00857326614590163,0.06593406593406594,0.0004903110320048973,0.006673992870352997,0.020607836323136227
Gurgaon_Kadipur (Haryana),0.0012195121951219512,0.0,1,1,1.0,425.0,151.0,16.0,6.0,576.0,22.0,0.0,0.010989010989010988,0.0001332780634457,0.0005896700528022729,0.0028690227710345133
Gurgaon_Manesar (Haryana),0.0012195121951219512,0.0,2,0,1.0,0.0,723.0,0.0,19.0,723.0,19.0,0.0,0.010989010989010988,0.00014309363224656067,0.0005092605001474175,0.0028594152303365
Gurgaon_SohnaRd_D (Haryana),0.0006097560975609756,0.0,1,0,0.0,0.0,9.0,0.0,2.0,9.0,2.0,0.0,0.0,9.541801235666598e-05,5.360636843657026e-05,3.1895458354652036e-05
Ghaziabad_MohanNgr_C (Uttar Pradesh),0.0024390243902439024,0.0020238396404708404,1,3,0.6666666666666666,944.0,131.0,38.0,2.0,1075.0,40.0,0.008492091739567529,0.03296703296703296,0.000166597579307125,0.0010721273687314052,0.011416458850743367
Ghaziabad_Patel Nagar (Uttar Pradesh),0.0012195121951219512,0.0,1,1,0.0,190.0,37.0,7.0,6.0,227.0,13.0,0.0,0.010989010989010988,0.00010997443411576549,0.0003484413948377067,0.002827012565007344
Ghaziabad_RjndrNgr_DC (Uttar Pradesh),0.0012195121951219512,0.0,1,1,0.0,64.0,80.0,2.0,2.0,144.0,4.0,0.0,0.010989010989010988,0.00010443231023500741,0.00010721273687314052,0.00278944273534247
Hapur_Swargash_D (Uttar Pradesh),0.0024390243902439024,0.0,2,2,1.0,1252.0,625.0,40.0,36.0,1877.0,76.0,0.0,0.03296703296703296,0.00022014918596216076,0.00203704200058967,0.00860235183833723
Pilkhuwa_HapurRD_D (Uttar Pradesh),0.0024390243902439024,0.0,2,2,1.0,2481.0,2266.0,78.0,73.0,4747.0,151.0,0.0,0.03296703296703296,0.000411786481598012,0.004047280816961055,0.008951796984701901
Gadarwara_MPward_D (Madhya Pradesh),0.0018292682926829267,0.006826366463786663,2,1,0.0,1165.0,303.0,18.0,15.0,1468.0,33.0,0.028643638112008193,0.02197802197802198,0.00019283920201963007,0.0008845050792034093,0.01570066439609378
Gajraula_JawaharN_D (Uttar Pradesh),0.0012195121951219512,0.007272057619905058,1,1,0.0,-1250.0,6145.0,8.0,89.0,4895.0,97.0,0.03051377155024384,0.010989010989010988,0.0004216688229757493,0.0025999088691736577,0.013922476325958074
Halvad_CrossRD_D (Gujarat),0.0012195121951219512,0.0,1,1,1.0,324.0,1186.0,12.0,21.0,1510.0,33.0,0.0,0.010989010989010988,0.00019564365024844738,0.0008845050792034093,0.0029288394216953704
Ganga Nagar_DC (Rajasthan),0.0012195121951219512,0.002834491584696201,1,1,0.0,1573.0,539.0,38.0,17.0,2112.0,55.0,0.011893611574221509,0.010989010989010988,0.00023584074152816251,0.0014741751320056823,0.007190103253413168
Sirsa_AnprnDPP_D (Haryana),0.0012195121951219512,0.0028303992618937783,1,1,0.0,779.0,1573.0,7.0,38.0,2352.0,45.0,0.011876440065189295,0.010989010989010988,0.0002518661599785473,0.001206143289822831,0.007147894803537062
Gangakher_Busstand_D (Maharashtra),0.0012195121951219512,0.003244095894284141,1,1,0.0,737.0,726.0,32.0,32.0,1463.0,64.0,0.013612323523718538,0.010989010989010988,0.00019250533913524705,0.0017154037899702484,0.007817002883833584
Parli_JirgeNgr_D (Maharashtra),0.0012195121951219512,0.0032400035714817183,1,1,0.0,429.0,737.0,14.0,32.0,1166.0,46.0,0.013595152014686324,0.010989010989010988,0.0001726738838028959,0.001232946474041116,0.007733666394449852
Gangapur_Ward6DPP_D (Rajasthan),0.0018292682926829267,2.901828896263337e-05,1,2,0.3333333333333333,1947.0,1333.0,77.0,60.0,3280.0,137.0,0.00012176160950115207,0.02197802197802198,0.00031383111132003504,0.003672036237905063,0.006166385271346666
Jaipur_Central_I_7 (Rajasthan),0.012804878048780487,0.00010528430482596467,9,12,0.0380952380952381,8770.0,11351.0,353.0,237.0,20121.0,590.0,0.0004417760960105902,0.21978021978021978,0.0014383480784989095,0.015813878688788228,0.05783134540160161
Lalsot_NWclyDPP_D (Rajasthan),0.0012195121951219512,0.0,1,1,1.0,1721.0,920.0,63.0,56.0,2641.0,119.0,0.0,0.010989010989010988,0.0002711634346958856,0.0031895789219759307,0.0032934804442231076
Gangavathi_PhrmPlza_D (Karnataka),0.0018292682926829267,0.00041034836827928987,1,2,1.0,1573.0,1166.0,78.0,48.0,2739.0,126.0,0.0017218340420483427,0.02197802197802198,0.00027770714722979273,0.0033772012115039266,0.0066731543777554525
Koppal_Banikatt_D (Karnataka),0.0012195121951219512,0.0,1,1,1.0,1217.0,1484.0,45.0,75.0,2701.0,120.0,0.0,0.010989010989010988,0.0002751697893084818,0.0032163821061942156,0.0032985025105089997
GanjBasoda_MnRDDPP_D (Madhya Pradesh),0.0012195121951219512,0.0004088602508965907,1,1,0.0,321.0,35.0,5.0,1.0,356.0,6.0,0.0017155898569457195,0.010989010989010988,0.00011858809653284729,0.0001608191053097108,0.0034014790871134174
Sagar_Bahreya_I (Madhya Pradesh),0.003048780487804878,0.0008169764431018319,1,4,0.2,1841.0,321.0,28.0,5.0,2162.0,33.0,0.0034280576213401278,0.04395604395604395,0.00023917937037199269,0.0008845050792034093,0.012381301760953542
Garhshnker_Jagrata_D (Punjab),0.0006097560975609756,0.0,0,1,0.0,195.0,0.0,8.0,0.0,195.0,8.0,0.0,0.0,0.00010783771165571418,0.00021442547374628105,5.91232489758707e-05
Machhiwara_MnBzrDPP_D (Punjab),0.0018292682926829267,0.000406628074822542,2,1,0.3333333333333333,367.0,371.0,22.0,18.0,738.0,40.0,0.0017062235792917849,0.02197802197802198,0.00014409522089970972,0.0010721273687314052,0.006288526657792257
Shevgaon_VidyaNgr_D (Maharashtra),0.0012195121951219512,0.001221744371196,1,1,0.0,157.0,820.0,10.0,21.0,977.0,31.0,0.005126475969253634,0.010989010989010988,0.00016005386677321788,0.0008308987107668391,0.004706167609799849
Ghanashyampur_NditaDPP_D (West Bengal),0.0018292682926829267,0.0016227920058334202,1,2,0.0,6180.0,463.0,80.0,18.0,6643.0,98.0,0.0068092838544105815,0.02197802197802198,0.0005383872873560517,0.002626712053391943,0.008406358473397001
Ghanpur_Palakrty_D (Telangana),0.0012195121951219512,0.0036336106192056427,1,1,0.0,310.0,665.0,25.0,34.0,975.0,59.0,0.015246738974330156,0.010989010989010988,0.00015992032161946468,0.0015813878688788227,0.00836079964900499
Jangaon_Hanmkond_D (Telangana),0.0012195121951219512,0.00362951829640322,1,1,0.0,5529.0,310.0,76.0,25.0,5839.0,101.0,0.015229567465297942,0.010989010989010988,0.0004847021355472627,0.002707121606046798,0.008604845134900861
Ghatal_KrshDPP_D (West Bengal),0.0006097560975609756,0.0,0,1,0.0,3810.0,0.0,80.0,0.0,3810.0,80.0,0.0,0.0,0.00034922057706463476,0.0021442547374628104,0.0004089433548855802
Kolkata_North_I_4 (West Bengal),0.00548780487804878,0.003298784208098335,5,4,0.09523809523809523,5825.0,8590.0,153.0,166.0,14415.0,319.0,0.013841797326239942,0.0879120879120879,0.0010573437548410118,0.008550215765632956,0.02836951934576115
Ghatampur_StatinRD_D (Uttar Pradesh),0.0012195121951219512,0.00041109242697063945,1,1,0.0,917.0,-38.0,44.0,36.0,879.0,80.0,0.0017249561345996543,0.010989010989010988,0.00015351015423931076,0.0021442547374628104,0.0037110031435418755
Hamirpur_KanpurRd_D (Uttar Pradesh),0.0006097560975609756,0.0,1,0,0.0,0.0,917.0,0.0,44.0,917.0,44.0,0.0,0.0,0.00015604751216062167,0.0011793401056045458,0.00021591289388083726
Ghatkesar_Central_D_1 (Telangana),0.0012195121951219512,0.0004070001041682168,1,1,0.0,112.0,34.0,4.0,4.0,146.0,8.0,0.0017077846255674405,0.010989010989010988,0.00010456585538876062,0.00021442547374628105,0.0034032826511104833
Hyderabad_Uppal_I (Telangana),0.00548780487804878,0.0048843732793642765,5,4,0.047619047619047616,4064.0,5691.0,77.0,144.0,9755.0,221.0,0.020494976553084944,0.0879120879120879,0.0007461835465960409,0.005923503712241014,0.03022633521508687
Ghazipur_Kaithwal_D (Uttar Pradesh),0.0018292682926829267,0.002064762868495067,1,2,0.3333333333333333,533.0,2868.0,9.0,8.0,3401.0,17.0,0.008663806829889667,0.02197802197802198,0.00032191059312210407,0.00045565413171084725,0.008675663653004031
Ghosi_Jamalpur_D (Uttar Pradesh),0.0018292682926829267,0.0012455542493191862,2,1,0.3333333333333333,168.0,304.0,4.0,5.0,472.0,9.0,0.005226382930895604,0.02197802197802198,0.00012633371545053325,0.00024122865796456617,0.007391507247876275
Mau_BaliaMod_D (Uttar Pradesh),0.0012195121951219512,0.0,1,1,1.0,69.0,298.0,2.0,6.0,367.0,8.0,0.0,0.010989010989010988,0.00011932259487848993,0.00021442547374628105,0.0028092472170343115
Ghumarwin_Gndhichk_D (Himachal Pradesh),0.0006097560975609756,0.0,0,1,0.0,357.0,0.0,12.0,0.0,357.0,12.0,0.0,0.0,0.00011865486910972389,0.0003216382106194216,7.790944887034422e-05
Jahu_Sulgwan_D (Himachal Pradesh),0.0012195121951219512,0.0004073721335138916,1,1,0.0,2295.0,357.0,32.0,12.0,2652.0,44.0,0.0017093456718430965,0.010989010989010988,0.00027189793304152826,0.0011793401056045458,0.0035903992314988945
Giddarbaha_DC (Punjab),0.0012195121951219512,0.0,1,1,0.0,139.0,0.0,4.0,0.0,139.0,4.0,0.0,0.010989010989010988,0.00010409844735062439,0.00010721273687314052,0.002789359269621374
Karwar_Central_D_1 (Karnataka),0.0018292682926829267,0.00040997633893361505,1,2,0.6666666666666666,516.0,1660.0,22.0,39.0,2176.0,61.0,0.0017202729957726869,0.02197802197802198,0.00024011418644826512,0.001634994237315393,0.006401878725235311
Mallapur_ShtDRDPP_D (Karnataka),0.0018292682926829267,0.0,2,1,0.6666666666666666,970.0,542.0,25.0,18.0,1512.0,43.0,0.0,0.02197802197802198,0.0001957771954022006,0.0011525369213862607,0.005716330331563984
Sawantwadi_LaxmiNgr_D (Maharashtra),0.0024390243902439024,0.0012265807526897722,2,2,0.0,2757.0,38940.0,80.0,65.0,41697.0,145.0,0.005146769570837159,0.03296703296703296,0.0028790331971885004,0.003886461711651344,0.011345855147596073
Goa_Mapusa (Goa),0.0012195121951219512,0.0,1,1,0.0,233.0,-9.0,3.0,0.0,224.0,3.0,0.0,0.010989010989010988,0.00010977411638513567,8.04095526548554e-05,0.0027867577092472594
Goa_Margao_Dc (Goa),0.0012195121951219512,0.0,1,1,0.0,455.0,76.0,10.0,11.0,531.0,21.0,0.0,0.010989010989010988,0.00013027329748625284,0.0005628668685839878,0.0028642511019119085
Goa_Ponda_Dc (Goa),0.0012195121951219512,0.0,1,1,0.0,1094.0,311.0,6.0,12.0,1405.0,18.0,0.0,0.010989010989010988,0.00018863252967640408,0.00048245731592913235,0.002866779477061218
Panaji Goa (Goa),0.0012195121951219512,0.0,1,1,0.0,514.0,120.0,8.0,9.0,634.0,17.0,0.0,0.010989010989010988,0.00013715087290454297,0.00045565413171084725,0.00284988858523551
Gobicheti_Ward25_D (Tamil Nadu),0.0012195121951219512,1.1904939061593178e-05,1,1,0.0,27.0,45.0,1.0,8.0,72.0,9.0,4.9953480820985465e-05,0.010989010989010988,9.962468469989198e-05,0.00024122865796456617,0.0028258269354097497
Sahebganj_BaraLoha_D (Jharkhand),0.0018292682926829267,0.0012180240777392522,2,1,0.0,12480.0,2471.0,77.0,36.0,14951.0,113.0,0.005110865506497076,0.02197802197802198,0.001093133856046871,0.0030287598166662197,0.008010905858291123
Gohana_DvlalDPP_D (Haryana),0.0012195121951219512,0.0008121400616080596,1,1,0.0,357.0,113.0,6.0,4.0,470.0,10.0,0.003407764019756602,0.010989010989010988,0.00012620017029678007,0.0002680318421828513,0.004011724973069181
Gohpur_Central_D_1 (Assam),0.003048780487804878,0.004063676542805697,3,2,0.3,1039.0,3693.0,21.0,22.0,4732.0,43.0,0.01705130846898826,0.04395604395604395,0.00041078489294486294,0.0011525369213862607,0.017232545714601036
Itanagar_WageDPP_D (Arunachal Pradesh),0.0012195121951219512,0.0,2,0,1.0,0.0,1975.0,0.0,19.0,1975.0,19.0,0.0,0.010989010989010988,0.00022669289849606788,0.0005092605001474175,0.0028803150468988768
Hubli_Dc (Karnataka),0.0006097560975609756,0.0,1,0,0.0,0.0,416.0,0.0,5.0,416.0,5.0,0.0,0.0,0.0001225944511454435,0.00013401592109142565,5.0751000950074725e-05
Gola_BkgnRoad_D (Uttar Pradesh),0.0012195121951219512,1.1160880370243606e-06,1,1,0.0,5261.0,954.0,63.0,40.0,6215.0,103.0,4.683138826967388e-06,0.010989010989010988,0.0005098086244528654,0.0027607279744833687,0.003290453198127907
Dhaurahara_TahsilRD_D (Uttar Pradesh),0.0006097560975609756,0.0,1,0,0.0,0.0,5261.0,0.0,63.0,5261.0,63.0,0.0,0.0,0.00044610758611258604,0.0016886006057519633,0.000364816987390941
Jorhat_RicMilRd_D (Assam),0.004878048780487805,0.008921263709281388,5,3,0.13333333333333333,2104.0,15731.0,49.0,75.0,17835.0,124.0,0.03743388969022598,0.07692307692307691,0.0012857059677589947,0.0033235948430673564,0.03315259634074817
Gonda_KotwaliN_D (Uttar Pradesh),0.0018292682926829267,3.720293456747868e-07,1,2,1.0,6094.0,4972.0,32.0,72.0,11066.0,104.0,1.5610462756557958e-06,0.02197802197802198,0.0008337223948812676,0.0027875311587016536,0.0061216121332275395
Gondal_DC (Gujarat),0.0012195121951219512,3.720293456747868e-07,1,1,0.0,52.0,130.0,5.0,8.0,182.0,13.0,1.5610462756557958e-06,0.010989010989010988,0.00010696966815631833,0.0003484413948377067,0.002826807739713962
Jasdan_MotiDPP_D (Gujarat),0.0006097560975609756,0.0,1,0,0.0,0.0,52.0,0.0,5.0,52.0,5.0,0.0,0.0,9.828923316235991e-05,0.00013401592109142565,4.467469645430383e-05
Gondia_RamNgr_D (Maharashtra),0.0006097560975609756,0.0,0,1,0.0,467.0,0.0,18.0,0.0,467.0,18.0,0.0,0.0,0.00012599985256615026,0.00048245731592913235,0.0001038685605309074
Balaghat_Kosmi_D (Madhya Pradesh),0.0006097560975609756,0.0,1,0,0.0,0.0,467.0,0.0,18.0,467.0,18.0,0.0,0.0,0.00012599985256615026,0.00048245731592913235,0.0001038685605309074
Gonikoppal_Thomas_D (Karnataka),0.0018292682926829267,3.3482641110730813e-06,1,2,0.6666666666666666,1245.0,515.0,24.0,24.0,1760.0,48.0,1.4049416480902161e-05,0.02197802197802198,0.0002123367944675982,0.0012865528424776864,0.005745489915262364
HDKote_BegurRD_D (Karnataka),0.0018292682926829267,5.952469530796589e-06,2,1,0.6666666666666666,2397.0,897.0,19.0,25.0,3294.0,44.0,2.4976740410492733e-05,0.02197802197802198,0.00031476592739630753,0.0011793401056045458,0.005758839851338926
Mirzapur_JangiRd_D (Uttar Pradesh),0.0006097560975609756,0.0,1,0,0.0,0.0,43.0,0.0,3.0,43.0,3.0,0.0,0.0,9.768827997047049e-05,8.04095526548554e-05,3.648350289084593e-05
