hub,degree_centrality,betweenness_centrality,in_degree,out_degree,clustering_coefficient,source_delay,destination_delay,source_sla_breaches,destination_sla_breaches,total_delay_contribution,total_sla_breaches,norm_betweenness,norm_degree,norm_delay,norm_sla,bottleneck_score
Kaptanganj_Subshngr_D (Uttar Pradesh),0.0024390243902439024,0.0012329052515662436,3,1,0.3333333333333333,3317.0,832.0,30.0,31.0,4149.0,61.0,0.005173307357523307,0.03296703296703296,0.00037185648062580326,0.001634994237315393,0.010390629072645156
Nichlaul_Wardno13_D (Uttar Pradesh),0.0018292682926829267,0.0004114644563163142,2,1,0.0,10181.0,1257.0,95.0,21.0,11438.0,116.0,0.00172651718087531,0.02197802197802198,0.000858561793479364,0.003109169369321075,0.006779802361579855
Sikandarpur_Central_D_3 (Uttar Pradesh),0.0012195121951219512,1.4509144481316686e-05,1,1,0.0,166.0,5046.0,12.0,89.0,5212.0,101.0,6.088080475057603e-05,0.010989010989010988,0.0004428357298456325,0.002707121606046798,0.0032853382022838768
Akbarpur_Auliyapr_D (Uttar Pradesh),0.0006097560975609756,0.0,1,0,0.0,0.0,1484.0,0.0,50.0,1484.0,50.0,0.0,0.0,0.0001939075632496557,0.0013401592109142566,0.0002495007724495524
Gotan_DKLogDPP_D (Rajasthan),0.0018292682926829267,0.0028303992618937783,2,1,0.3333333333333333,8171.0,1745.0,50.0,26.0,9916.0,76.0,0.011876440065189295,0.02197802197802198,0.000756933931473174,0.00203704200058967,0.01014604930027849
GreaterThane_Anjur_C (Maharashtra),0.0006097560975609756,0.0,0,1,0.0,1209.0,0.0,48.0,0.0,1209.0,48.0,0.0,0.0,0.00017554510460858984,0.0012865528424776864,0.00023686920252380042
Gudalur_kalmpuza_D (Tamil Nadu),0.0012195121951219512,1.674132055536541e-05,1,1,0.0,3056.0,692.0,20.0,18.0,3748.0,38.0,7.024708240451082e-05,0.010989010989010988,0.0003450806772982854,0.001018521000294835,0.003010887545463123
Gudivada_GvrCompx_D (Andhra Pradesh),0.0012195121951219512,0.0,1,1,1.0,673.0,1122.0,38.0,38.0,1795.0,76.0,0.0,0.010989010989010988,0.0002146738346582793,0.00203704200058967,0.003106477506005767
Machilipatnam_DC (Andhra Pradesh),0.0024390243902439024,0.0008162323844104822,2,2,0.6666666666666666,891.0,938.0,21.0,42.0,1829.0,63.0,0.0034249355287888157,0.03296703296703296,0.00021694410227208382,0.0016886006057519633,0.009748011793265142
Gudur_Bngisheb_D (Andhra Pradesh),0.0012195121951219512,3.3482641110730813e-06,1,1,0.0,4038.0,518.0,64.0,28.0,4556.0,92.0,1.4049416480902161e-05,0.010989010989010988,0.0003990329194145808,0.002465892948082232,0.003221812215087043
Tirupati_Balajicly_I (Andhra Pradesh),0.0024390243902439024,8.928704296194885e-06,2,2,0.0,2195.0,11913.0,89.0,200.0,14108.0,289.0,3.7465110615739104e-05,0.03296703296703296,0.0010368445737398947,0.007746120239084403,0.009676000209771383
Humnabad_EBroad_D (Karnataka),0.0012195121951219512,0.004050283486361404,1,1,0.0,935.0,1535.0,42.0,60.0,2470.0,102.0,0.01699511080306465,0.010989010989010988,0.00025974532404998647,0.0027339247902650834,0.009170566577877633
Sindagi_KalyanNg_D (Karnataka),0.0024390243902439024,0.00040997633893361505,2,2,0.0,4187.0,4182.0,107.0,145.0,8369.0,252.0,0.0017202729957726869,0.03296703296703296,0.0006536367550450688,0.006754402423007853,0.010020423342491126
Guna_HnumnDPP_D (Madhya Pradesh),0.0012195121951219512,3.720293456747868e-07,1,1,1.0,637.0,404.0,22.0,17.0,1041.0,39.0,1.5610462756557958e-06,0.010989010989010988,0.0001643273116933205,0.00104532418451312,0.002945679569049525
Gundlupet_Swamylyt_D (Karnataka),0.0012195121951219512,0.0008292534115090999,1,1,0.0,360.0,312.0,20.0,16.0,672.0,36.0,0.0034795721484367687,0.010989010989010988,0.0001396882308258539,0.0009649146318582647,0.004144762251690819
Kalyandurg_Shankrpa_D (Andhra Pradesh),0.0018292682926829267,0.0012176520483935772,2,1,0.6666666666666666,1922.0,937.0,57.0,40.0,2859.0,97.0,0.005109304460221419,0.02197802197802198,0.00028571985645498514,0.0025999088691736577,0.007744178350072786
Rayadurgam_RailGate_D (Andhra Pradesh),0.0012195121951219512,0.0,1,1,1.0,645.0,2321.0,36.0,62.0,2966.0,98.0,0.0,0.010989010989010988,0.0002928645221807817,0.002626712053391943,0.003214475685806734
Gurgaon_Begumpur_CP (Haryana),0.0012195121951219512,0.0,0,2,0.0,3429.0,0.0,167.0,0.0,3429.0,167.0,0.0,0.010989010989010988,0.00032378022527464894,0.004476131764453617,0.003499617568239452
Gurgaon_Bilaspur_P (Haryana),0.0006097560975609756,0.0,1,0,0.0,0.0,3363.0,0.0,163.0,3363.0,163.0,0.0,0.0,0.00031937323520079316,0.004368919027580477,0.0007351811629372698
Hansi_DelRdDPP_D (Haryana),0.0024390243902439024,0.0,2,2,0.8333333333333334,89.0,1126.0,5.0,20.0,1215.0,25.0,0.0,0.03296703296703296,0.00017594574006984945,0.0006700796054571283,0.008386256617594273
Hisar_IndstlAr_I (Haryana),0.00548780487804878,0.007863212250182295,4,5,0.14285714285714285,5438.0,3001.0,77.0,43.0,8439.0,120.0,0.0329942740822609,0.0879120879120879,0.000658310835426431,0.0032163821061942156,0.03417305293159903
Jaipur_RIICO_L (Rajasthan),0.0012195121951219512,0.0,1,1,0.0,9323.0,13234.0,152.0,180.0,22557.0,332.0,0.0,0.010989010989010988,0.001601006075770315,0.008898657160470664,0.004482302840265925
Jhajjar_DC (Haryana),0.0012195121951219512,0.0,1,1,1.0,913.0,1107.0,27.0,29.0,2020.0,56.0,0.0,0.010989010989010988,0.00022969766445551503,0.0015009783162239674,0.003029823910800221
Meham_GModDPP_D (Haryana),0.0024390243902439024,0.0,1,3,0.8333333333333334,865.0,2239.0,20.0,34.0,3104.0,54.0,0.0,0.03296703296703296,0.0003020791377897529,0.001447371947787397,0.008534383818373788
Noida_Sector63_L (Uttar Pradesh),0.0012195121951219512,0.0,1,1,0.0,9516.0,19912.0,195.0,300.0,29428.0,495.0,0.0,0.010989010989010988,0.0020598004514894557,0.01326757618805114,0.005252339288332782
Gurgaon_Bilaspur_RP (Haryana),0.0012195121951219512,0.0,0,2,0.0,5325.0,0.0,114.0,0.0,5325.0,114.0,0.0,0.010989010989010988,0.00045038103103268865,0.003055563000884505,0.003318182455143595
Del_B_RPC (Delhi),0.0006097560975609756,0.0,1,0,0.0,0.0,2858.0,0.0,48.0,2858.0,48.0,0.0,0.0,0.00028565308387810853,0.0012865528424776864,0.0002643961973411801
KN_RPC (Delhi),0.0006097560975609756,0.0,1,0,0.0,0.0,2467.0,0.0,66.0,2467.0,66.0,0.0,0.0,0.0002595450063193567,0.0017690101584068186,0.0003302377753408619
Gurgaon_Central_D_15 (Haryana),0.0006097560975609756,0.0,0,1,0.0,139.0,0.0,7.0,0.0,139.0,7.0,0.0,0.0,0.00010409844735062439,0.00018762228952799593,5.4167955266855484e-05
Pataudi_DC (Haryana),0.0012195121951219512,0.0004070001041682168,1,1,0.0,484.0,139.0,8.0,7.0,623.0,15.0,0.0017077846255674405,0.010989010989010988,0.00013641637455890035,0.00040204776327427695,0.0034393886243322177
Edappal_PonaniRD_D (Kerala),0.0006097560975609756,0.0,1,0,0.0,0.0,361.0,0.0,17.0,361.0,17.0,0.0,0.0,0.00011892195941723031,0.00045565413171084725,9.807860961093467e-05
Guskhara_Itachnda_D (West Bengal),0.0018292682926829267,0.0012258366939984226,1,2,0.3333333333333333,1161.0,1621.0,19.0,34.0,2782.0,53.0,0.005143647478285847,0.02197802197802198,0.00028057836803548666,0.001420568763569112,0.00757801201844978
Guwahati_Chandmari (Assam),0.0012195121951219512,0.0,1,1,0.0,390.0,502.0,6.0,10.0,892.0,16.0,0.0,0.010989010989010988,0.0001543781977387066,0.0004288509474925621,0.002850174938811308
Guwahati_East (Assam),0.0006097560975609756,0.0,0,1,0.0,4.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,9.508414947228297e-05,2.680318421828513e-05,2.779151500081351e-05
Guwahati_North (Assam),0.0012195121951219512,0.0,1,1,0.0,445.0,85.0,11.0,3.0,530.0,14.0,0.0,0.010989010989010988,0.00013020652490937625,0.00037524457905599185,0.0028360910653384896
Guwahati_Sixmile (Assam),0.0012195121951219512,0.0,1,1,0.0,225.0,-15.0,6.0,4.0,210.0,10.0,0.0,0.010989010989010988,0.00010883930030886322,0.0002680318421828513,0.0028146673486573906
Hajo_Sardala_D (Assam),0.0018292682926829267,0.000406628074822542,2,1,0.0,271.0,185.0,3.0,11.0,456.0,14.0,0.0017062235792917849,0.02197802197802198,0.0001252653542205076,0.00037524457905599185,0.006179286772671145
Mangaldoi_LNBRoad_D (Assam),0.0012195121951219512,0.00041034836827928987,1,1,1.0,513.0,421.0,9.0,12.0,934.0,21.0,0.0017218340420483427,0.010989010989010988,0.00015718264596752395,0.0005628668685839878,0.0034736203537491465
Rangia_HosptlRd_D (Assam),0.0012195121951219512,0.0032708820071727257,1,1,0.0,64.0,444.0,2.0,16.0,508.0,18.0,0.013724718855565756,0.010989010989010988,0.00012873752821809098,0.00048245731592913235,0.007655457326144654
Shillong (Meghalaya),0.0018292682926829267,0.00041034836827928987,1,2,1.0,823.0,2127.0,8.0,29.0,2950.0,37.0,0.0017218340420483427,0.02197802197802198,0.000291796160950756,0.00099171781607655,0.006318854121871587
Guwahati_Jalukbari (Assam),0.0012195121951219512,0.0,0,2,0.0,879.0,0.0,38.0,0.0,879.0,38.0,0.0,0.010989010989010988,0.00015351015423931076,0.001018521000294835,0.0029384084358568003
Guwahati_UzanBazr_DC (Assam),0.0006097560975609756,0.0,0,1,0.0,782.0,0.0,14.0,0.0,782.0,14.0,0.0,0.0,0.00014703321428228026,0.00037524457905599185,9.304499042896885e-05
Datia_TownDPP_D (Madhya Pradesh),0.0006097560975609756,0.0,1,0,0.0,0.0,291.0,0.0,4.0,291.0,4.0,0.0,0.0,0.00011424787903586808,0.00010721273687314052,4.46438802899381e-05
Morena_Prjapati_D (Madhya Pradesh),0.0012195121951219512,0.0,1,1,1.0,44.0,130.0,2.0,6.0,174.0,8.0,0.0,0.010989010989010988,0.00010643548754130551,0.00021442547374628105,0.0028060254402000155
Shivpuri_BypassRD_D (Madhya Pradesh),0.0006097560975609756,0.0,1,0,0.0,0.0,143.0,0.0,4.0,143.0,4.0,0.0,0.0,0.00010436553765813081,0.00010721273687314052,4.2173294945503775e-05
Bengaluru_NwYlhnka_DC (Karnataka),0.0006097560975609756,0.0,1,0,0.0,0.0,857.0,0.0,76.0,857.0,76.0,0.0,0.0,0.0001520411575480255,0.00203704200058967,0.00034356658947545685
Hailakandi_kalibari_D (Assam),0.0018292682926829267,0.0008199526778672301,1,2,1.0,1229.0,656.0,25.0,16.0,1885.0,41.0,0.0034405459915453737,0.02197802197802198,0.00022068336657717362,0.0010989305529496903,0.006918707016133123
Hajipur_ThaneDPP_D (Bihar),0.0006097560975609756,0.0,0,1,0.0,29.0,0.0,1.0,0.0,29.0,1.0,0.0,0.0,9.675346389419804e-05,2.680318421828513e-05,2.820884360629228e-05
Dighwara_SadarHPL_D (Bihar),0.0012195121951219512,0.0,2,0,0.0,0.0,193.0,0.0,4.0,193.0,4.0,0.0,0.010989010989010988,0.00010770416650196097,0.00010721273687314052,0.0027902606994092086
Haldia_Central_D_2 (West Bengal),0.0018292682926829267,3.720293456747868e-07,2,1,1.0,942.0,667.0,26.0,15.0,1609.0,41.0,1.5610462756557958e-06,0.02197802197802198,0.0002022541353592311,0.0010989305529496903,0.005710454977484235
Panskura_Central_D_3 (West Bengal),0.0024390243902439024,0.0008270212354350511,2,2,0.3333333333333333,774.0,1231.0,12.0,53.0,2005.0,65.0,0.003470205870782834,0.03296703296703296,0.00022869607580236598,0.0017422069741885335,0.009774835361611103
Haldwani_PiliKoti_D (Uttarakhand),0.0012195121951219512,0.0,1,1,0.0,314.0,514.0,8.0,14.0,828.0,22.0,0.0,0.010989010989010988,0.000150104752818604,0.0005896700528022729,0.002873229443377739
Hamirpur_GutmgrCl_D (Himachal Pradesh),0.0006097560975609756,0.0,0,1,0.0,142.0,0.0,7.0,0.0,142.0,7.0,0.0,0.0,0.0001042987650812542,0.00018762228952799593,5.421803469951294e-05
Sujanpur_SainkSCL_D (Himachal Pradesh),0.0012195121951219512,0.0004073721335138916,1,1,0.0,278.0,142.0,9.0,7.0,420.0,16.0,0.0017093456718430965,0.010989010989010988,0.0001228615414529499,0.0004288509474925621,0.0034405667598849526
HanumanJNC_VijywdRD_D (Andhra Pradesh),0.0018292682926829267,0.0012258366939984226,1,2,0.3333333333333333,449.0,49.0,12.0,3.0,498.0,15.0,0.005143647478285847,0.02197802197802198,0.00012806980244932495,0.00040204776327427695,0.007387106727009015
Hanumangarh_DC (Rajasthan),0.0036585365853658534,0.004888465602166699,3,3,0.06666666666666667,855.0,10264.0,39.0,150.0,11119.0,189.0,0.020512148062117156,0.054945054945054944,0.0008372613414557276,0.00506580181725589,0.02188470116595706
Pilibanga_BsstdDPP_D (Rajasthan),0.0012195121951219512,0.0,1,1,1.0,140.0,214.0,10.0,16.0,354.0,26.0,0.0,0.010989010989010988,0.00011845455137909409,0.0006968827896754134,0.0028813988035488324
Suratgarh_Central_DPP_2 (Rajasthan),0.0024390243902439024,0.001635068974240688,2,2,0.3333333333333333,336.0,242.0,21.0,16.0,578.0,37.0,0.006860798381507222,0.03296703296703296,0.0001334116085994532,0.00099171781607655,0.010825148249847113
Haridwar (Uttarakhand),0.004878048780487805,0.004073349305793241,5,3,0.2,25199.0,9511.0,170.0,86.0,34710.0,256.0,0.017091895672155306,0.07692307692307691,0.0024124932025516737,0.006861615159880994,0.02684529829064365
Kotdwara_Nzbadrd_D (Uttarakhand),0.0012195121951219512,0.0,1,1,0.0,2647.0,2363.0,30.0,35.0,5010.0,65.0,0.0,0.010989010989010988,0.0004293476693165586,0.0017422069741885335,0.003115920710710167
Rishikesh_DC (Uttarakhand),0.0024390243902439024,0.0016376731796604116,2,2,0.0,5367.0,1086.0,29.0,30.0,6453.0,59.0,0.006871725705436813,0.03296703296703296,0.000525700497749497,0.0015813878688788227,0.011015495543430323
Haripad_Kumrpurm_D (Kerala),0.0018292682926829267,0.00041592880846441166,2,1,0.3333333333333333,256.0,321.0,27.0,23.0,577.0,50.0,0.0017452497361831797,0.02197802197802198,0.0001333448360225766,0.0013401592109142566,0.0063397029928123905
Harraiya_MahuGDPP_D (Uttar Pradesh),0.0006097560975609756,0.0,0,1,0.0,40.0,0.0,4.0,0.0,40.0,4.0,0.0,0.0,9.748796223984067e-05,0.00010721273687314052,4.045390109093124e-05
Sakleshpur_RgvdrDPP_D (Karnataka),0.0024390243902439024,0.0016306046220925907,2,2,0.3333333333333333,1074.0,548.0,30.0,23.0,1622.0,53.0,0.006842065826199353,0.03296703296703296,0.00020312217885862694,0.001420568763569112,0.010900347140178037
Hathras (Uttar Pradesh),0.0006097560975609756,0.0,0,1,0.0,192.0,0.0,4.0,0.0,192.0,4.0,0.0,0.0,0.00010763739392508436,0.00010721273687314052,4.2991259012242165e-05
Ukkadagatri_Tuminkte_D (Karnataka),0.0012195121951219512,0.0,1,1,1.0,1459.0,2259.0,51.0,96.0,3718.0,147.0,0.0,0.010989010989010988,0.0003430774999919873,0.003940068080087914,0.0034240323342639312
Hazaribag_BodomBzr_DC (Jharkhand),0.0012195121951219512,0.0008162323844104822,1,1,0.0,1974.0,1149.0,42.0,42.0,3123.0,84.0,0.0034249355287888157,0.010989010989010988,0.0003033478167504084,0.002251467474335951,0.004359537257666827
JhumriTlya_RadhaCpx_D (Jharkhand),0.0012195121951219512,0.0008121400616080596,1,1,0.0,211019.0,1974.0,610.0,42.0,212993.0,652.0,0.003407764019756602,0.010989010989010988,0.014316908525843122,0.017475676110321907,0.010140548702176625
HazratJandaha_HajiprRD_D (Bihar),0.0012195121951219512,0.0008121400616080596,1,1,1.0,8086.0,1123.0,16.0,27.0,9209.0,43.0,0.003407764019756602,0.010989010989010988,0.0007097257196214155,0.0011525369213862607,0.0042902821222808515
Himmatnagar_DC (Gujarat),0.0012195121951219512,0.000820324707212905,1,1,1.0,206.0,416.0,11.0,12.0,622.0,23.0,0.00344210703782103,0.010989010989010988,0.00013634960198202374,0.000616473237020558,0.0040785485965386965
Modasa_Central_D_1 (Gujarat),0.0018292682926829267,0.0008162323844104822,1,2,0.6666666666666666,659.0,206.0,19.0,11.0,865.0,30.0,0.0034249355287888157,0.02197802197802198,0.00015257533816303832,0.0008040955265485539,0.006851991093104623
Karauli_HnsChowk_D (Rajasthan),0.0012195121951219512,2.82742302712838e-05,1,1,0.0,1333.0,722.0,60.0,55.0,2055.0,115.0,0.00011863951694984048,0.010989010989010988,0.00023203470464619615,0.00308236618510279,0.003309140182112159
Hindupur_Parigi_D (Andhra Pradesh),0.0018292682926829267,0.000820324707212905,1,2,0.0,1992.0,2212.0,69.0,90.0,4204.0,159.0,0.00344210703782103,0.02197802197802198,0.00037552897235401645,0.0042617062907073355,0.0074323811444374594
Madakasira_RTCStand_D (Andhra Pradesh),0.0012195121951219512,0.00041034836827928987,1,1,0.0,371.0,893.0,32.0,42.0,1264.0,74.0,0.0017218340420483427,0.010989010989010988,0.000179217596336803,0.0019834356321531,0.0036922144058768327
Hisar_AgrohDPP_D (Haryana),0.0024390243902439024,0.0004203931606125091,2,2,0.3333333333333333,1431.0,639.0,31.0,20.0,2070.0,51.0,0.0017639822914910493,0.03296703296703296,0.0002330362932993452,0.0013669623951325417,0.009122455476374823
Nohar_Central_DPP_2 (Rajasthan),0.0024390243902439024,0.0004062560454768672,3,1,0.6666666666666666,1198.0,3975.0,5.0,23.0,5173.0,28.0,0.0017046625330161289,0.03296703296703296,0.00044023159934744496,0.0007504891581119837,0.009061021401867545
Rawatsar_ShivmDPP_D (Rajasthan),0.0018292682926829267,0.0,2,1,0.6666666666666666,20.0,3400.0,1.0,36.0,3420.0,37.0,0.0,0.02197802197802198,0.0003231792720827595,0.00099171781607655,0.005724057984937667
Kumta_Central_DPP_2 (Karnataka),0.0012195121951219512,0.0,1,1,1.0,237.0,50.0,10.0,2.0,287.0,12.0,0.0,0.010989010989010988,0.00011398078872836166,0.0003216382106194216,0.0028239936760277506
Hooghly_DC (West Bengal),0.0024390243902439024,0.0,2,2,1.0,1366.0,2533.0,54.0,62.0,3899.0,116.0,0.0,0.03296703296703296,0.00035516333640665245,0.003109169369321075,0.008796924481258064
Hoogly_Bandel_D (West Bengal),0.0024390243902439024,0.0,2,2,1.0,3978.0,1076.0,78.0,52.0,5054.0,130.0,0.0,0.03296703296703296,0.00043228566269912916,0.003484413948377067,0.008872491749689583
Itarsi_DivrsnRd_D (Madhya Pradesh),0.0012195121951219512,0.0012343933689489427,1,1,0.0,2891.0,53.0,80.0,1.0,2944.0,81.0,0.00517955154262593,0.010989010989010988,0.0002913955254894964,0.0021710579216810957,0.0049586033567963605
Sandur_WrdN1DPP_D (Karnataka),0.0012195121951219512,0.0,1,1,1.0,1410.0,608.0,18.0,18.0,2018.0,36.0,0.0,0.010989010989010988,0.0002295641193017618,0.0009649146318582647,0.002949380971856927
Kittur_ColageRD_D (Karnataka),0.0024390243902439024,3.720293456747868e-07,2,2,1.0,345.0,402.0,14.0,16.0,747.0,30.0,1.5610462756557958e-06,0.03296703296703296,0.00014469617409159914,0.0008040955265485539,0.008399092980459905
Ramdurg_GndhiNGR_D (Karnataka),0.0012195121951219512,0.0012299290168008453,1,1,0.0,1557.0,4822.0,55.0,71.0,6379.0,126.0,0.005160818987318061,0.010989010989010988,0.0005207593270606283,0.0033772012115039266,0.005190309406304814
Sirsi_Vidygiri_D (Karnataka),0.0018292682926829267,0.0016380452090060864,1,2,0.3333333333333333,1003.0,1568.0,27.0,60.0,2571.0,87.0,0.0068732867517124685,0.02197802197802198,0.0002664893543145234,0.0023318770269908063,0.008316559750232112
Hunsur_RatnaDPP_D (Karnataka),0.0012195121951219512,0.0,0,2,1.0,698.0,0.0,26.0,0.0,698.0,26.0,0.0,0.010989010989010988,0.00014142431782464558,0.0006968827896754134,0.0028871412451602204
Manbazar_Central_DPP_1 (West Bengal),0.0012195121951219512,0.000820324707212905,1,1,1.0,149.0,675.0,10.0,3.0,824.0,13.0,0.00344210703782103,0.010989010989010988,0.0001498376625110976,0.0003484413948377067,0.004041715835343538
Purulia_GariDPP_D (West Bengal),0.0012195121951219512,0.002837839848807274,1,1,0.0,933.0,660.0,28.0,30.0,1593.0,58.0,0.011907660990702411,0.010989010989010988,0.00020118577412920545,0.0015545846846605376,0.007198418240229972
Husnabad_Greenmkt_D (Telangana),0.0012195121951219512,0.0,1,1,1.0,575.0,372.0,26.0,25.0,947.0,51.0,0.0,0.010989010989010988,0.00015805068946691977,0.0013669623951325417,0.002991809778889358
Jammikunta_ConduDPP_D (Telangana),0.0018292682926829267,0.0008140002083364336,2,1,0.3333333333333333,2685.0,674.0,29.0,30.0,3359.0,59.0,0.003415569251134881,0.02197802197802198,0.0003191061448932867,0.0015813878688788227,0.0070069394489578486
Hyd_Chandanagar_Dc (Telangana),0.0006097560975609756,0.0,0,1,0.0,183.0,0.0,12.0,0.0,183.0,12.0,0.0,0.0,0.00010703644073319493,0.0003216382106194216,7.500484177621197e-05
Sangareddy_Pothredy_D (Telangana),0.0012195121951219512,0.0004070001041682168,1,1,0.0,125.0,183.0,7.0,12.0,308.0,19.0,0.0017077846255674405,0.010989010989010988,0.00011538301284277033,0.0005092605001474175,0.0034502121944341565
Hyd_LB-Nagar_Dc (Telangana),0.0012195121951219512,0.0,1,1,0.0,39.0,90.0,2.0,3.0,129.0,5.0,0.0,0.010989010989010988,0.00010343072158185837,0.00013401592109142565,0.0027932128158119256
Hyd_Trimulgherry_Dc (Telangana),0.0018292682926829267,0.00040997633893361505,1,2,1.0,52.0,14.0,3.0,1.0,66.0,4.0,0.0017202729957726869,0.02197802197802198,9.922404923863236e-05,0.00010721273687314052,0.006137488965866565
Hyderabad_Alwal_I (Telangana),0.0036585365853658534,0.0020376047262608073,3,3,0.3333333333333333,2802.0,2685.0,36.0,63.0,5487.0,99.0,0.008549850451766794,0.054945054945054944,0.0004611981884866984,0.002653515237610228,0.01724203822714532
Medchal_MROoffce_D (Telangana),0.0024390243902439024,0.000406628074822542,3,1,0.3333333333333333,1554.0,489.0,21.0,36.0,2043.0,57.0,0.0017062235792917849,0.03296703296703296,0.0002312334337236769,0.0015277815004422525,0.009125912078007623
Hyd_Uppal_Dc (Telangana),0.0006097560975609756,0.0,0,1,0.0,34.0,0.0,4.0,0.0,34.0,4.0,0.0,0.0,9.708732677858106e-05,0.00010721273687314052,4.035374222561634e-05
Hyderabad_Alwal_L (Telangana),0.0012195121951219512,0.0,1,1,0.0,7715.0,6472.0,175.0,142.0,14187.0,317.0,0.0,0.010989010989010988,0.0010421196073131462,0.008496609397196387,0.004282274058660491
